Internet Movie Database;awards;poster;year;writer;country;director;duration;dvdYear;imdb_id;title;imdb_rating;language;imdb_votes;plot;genre;Rotten tomatoes;actors;Metacritic;metascore;releasedMonth;releasedYear;production
73.0;1 win & 1 nomination.;https://ia.media-imdb.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_SX300.jpg;1995;Kenneth Branagh;UK;Kenneth Branagh;99;1996;tt0113403;A Midwinter's Tale;7.3;English;2,150;Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...;Comedy;81;Richard Briers, Hetta Charnley, Joan Collins, Nicholas Farrell;0;N/A;Feb;1996;N/A
81.0;8 wins & 13 nominations.;https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg;1995;Mathieu Kassovitz;France;Mathieu Kassovitz;98;2007;tt0113247;La Haine;8.1;French;126,787;24 hours in the lives of three young men in the French suburbs the day after a violent riot.;Crime, Drama;100;Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili;0;N/A;Feb;1996;Criterion Collection
66.0;1 nomination.;https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_SX300.jpg;1995;N/A;UK, Germany, USA, Canada;Nick Broomfield;106;2000;tt0113283;Heidi Fleiss: Hollywood Madam;6.6;English;585;A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...;Documentary, Biography;75;Nick Broomfield, Nina Xining Zuo, Madam Alex, Corinne Bohrer;0;N/A;Feb;1996;BMG
62.0;1 nomination.;https://m.media-amazon.com/images/M/MV5BNDlhNDc3MmEtODJkMS00YmVlLWI4MTUtNDRkMTFhYjk1NDdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg;1996;Ken Lipper, Paul Schrader, Nicholas Pileggi, Bo Goldman;USA;Harold Becker;111;1999;tt0115907;City Hall;6.2;English;18,117;The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.;Drama;54;Al Pacino, John Cusack, Bridget Fonda, Danny Aiello;0;N/A;Feb;1996;Sony Pictures Home Entertainment
71.0;2 wins & 1 nomination.;https://m.media-amazon.com/images/M/MV5BNDA3NGEwZGYtN2I0Yy00M2E3LWEzNmItNzUwOWUyYmUzYWZmXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg;1996;Owen Wilson, Wes Anderson;USA;Wes Anderson;91;1998;tt0115734;Bottle Rocket;7.1;English, Spanish;62,638;Three friends plan to pull off a simple robbery and go on the run.;Comedy, Crime, Drama;85;Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler;66.0;66;Feb;1996;Columbia Pictures
38.0;2 nominations.;https://m.media-amazon.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_SX300.jpg;1996;Chris Matheson, Kerry Ehrin, Craig Munson;USA;Nick Castle;96;2002;tt0117102;Mr. Wrong;3.8;English;4,598;A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.;Comedy;7;Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell;0;N/A;Feb;1996;Mandeville Films
60.0;1 win.;https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_SX300.jpg;1996;Bill Geddie;USA;John Dahl;117;2002;tt0118040;Unforgettable;6.0;English, Spanish;4,322;Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....;Drama, Mystery, Sci-Fi;21;Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald;0;N/A;Feb;1996;MGM Home Entertainment
70.0;1 win & 4 nominations.;https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;1996;Tim Herlihy, Adam Sandler;USA;Dennis Dugan;92;1998;tt0116483;Happy Gilmore;7.0;English;176,060;A rejected hockey player puts his skills to the golf course to save his grandmother's house.;Comedy, Sport;61;Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay;31.0;31;Feb;1996;MCA Universal Home Video
76.0;Nominated for 1 Oscar. Another 6 wins & 14 nominations.;https://m.media-amazon.com/images/M/MV5BOTczNjIwMDM0MF5BMl5BanBnXkFtZTgwNzEzNTU1NTM@._V1_SX300.jpg;1995;Richard LaGravenese (screenplay), Robert James Waller (novel);USA;Clint Eastwood;135;1997;tt0112579;The Bridges of Madison County;7.6;English;63,367;Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.;Drama, Romance;90;Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak;66.0;66;Jun;1995;Warner Bros.
73.0;3 wins & 1 nomination.;https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SX300.jpg;1994;Doris Dörrie (screenplay), Doris Dörrie (short story);Germany;Doris Dörrie;104;;tt0110251;Nobody Loves Me;7.3;German;1,059;On the brink of her 30th birthday, Fanny feels the door to marital happiness closing up on her. She is obsessed with death, even visits evening classes on dying and so it seems fitting, ...;Comedy, Drama;67;Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au, Elisabeth Trissenaar;0;N/A;Jan;1995;Cinépix Film Properties (CFP)
70.0;4 nominations.;https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg;1996;Robert Louis Stevenson (novel), Jerry Juhl (screenplay), Kirk R. Thatcher (screenplay), James V. Hart (screenplay);USA;Brian Henson, David Lane;99;2002;tt0117110;Muppet Treasure Island;7.0;English;18,456;The Muppets' twist on the classic tale.;Action, Adventure, Comedy, Family, Musical, Romance;71;Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop;64.0;64;Feb;1996;Buena Vista
64.0;N/A;https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX300.jpg;1995;N/A;USA;Robert Leacock;95;1996;tt0112646;Catwalk;6.4;English;174;A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...;Documentary;29;Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann;0;N/A;May;1996;Arrow
84.0;Won 5 Oscars. Another 26 wins & 28 nominations.;https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;1995;Randall Wallace;USA;Mel Gibson;178;2000;tt0112573;Braveheart;8.4;English, French, Latin, Scottish Gaelic, Italian;866,876;When his secret bride is executed for assaulting an English soldier who tried to rape her, Sir William Wallace begins a revolt against King Edward I of England.;Biography, Drama, History, War;76;James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo;68.0;68;May;1995;Paramount Pictures
83.0;Nominated for 4 Oscars. Another 21 wins & 15 nominations.;https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;1976;Paul Schrader;USA;Martin Scorsese;114;1999;tt0075314;Taxi Driver;8.3;English, Spanish;612,492;A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.;Crime, Drama;98;Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito;94.0;94;Feb;1976;Columbia Pictures
