Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH52,OUT018,1534.0032
FDH60,OUT018,2458.1336
FDI05,OUT018,2876.256
FDI07,OUT018,2117.244
FDI10,OUT018,1228.401
FDI12,OUT018,2548.6824
FDI15,OUT018,4207.856
FDI22,OUT018,4466.1864
FDI24,OUT018,2328.3026
FDI27,OUT018,432.77
FDI32,OUT018,625.852
FDI33,OUT018,2896.23
FDI35,OUT018,6611.394
FDI38,OUT018,4207.856
FDI44,OUT018,1178.466
FDI48,OUT018,910.8144
FDI53,OUT018,2684.5056
FDI58,OUT018,1061.951
FDJ02,OUT018,2684.5056
FDJ12,OUT018,4165.2448
FDJ14,OUT018,1544.656
FDJ15,OUT018,6439.6176
FDJ28,OUT018,3588.662
FDJ32,OUT018,203.7348
FDJ36,OUT018,2876.256
FDJ40,OUT018,3515.424
FDJ44,OUT018,3588.662
FDJ48,OUT018,6611.394
FDJ50,OUT018,958.752
FDJ56,OUT018,1222.4088
FDJ60,OUT018,4680.574
FDK04,OUT018,910.8144
FDK09,OUT018,1832.2816
FDK25,OUT018,6611.394
FDK27,OUT018,2684.5056
FDK32,OUT018,4921.5936
FDK36,OUT018,916.1408
FDK41,OUT018,1193.1136
FDK44,OUT018,2572.6512
FDK45,OUT018,2684.5056
FDK48,OUT018,1771.028
FDK51,OUT018,2649.884
FDK56,OUT018,5932.278
FDK57,OUT018,6972.2576
FDL02,OUT018,1270.3464
FDL04,OUT018,2741.7644
FDL08,OUT018,1225.072
FDL09,OUT018,1384.1982
FDL12,OUT018,2576.646
FDL14,OUT018,3211.8192
FDL21,OUT018,455.4072
FDL22,OUT018,283.6308
FDL28,OUT018,2181.1608
FDL32,OUT018,2576.646
FDL33,OUT018,2828.3184
FDL43,OUT018,694.4294
FDL48,OUT018,458.0704
FDM08,OUT018,5145.3024
FDM10,OUT018,4026.7584
FDM12,OUT018,1617.894
FDM14,OUT018,2741.7644
FDM21,OUT018,6611.394
FDM22,OUT018,1118.544
FDM24,OUT018,2871.5954
FDM28,OUT018,3211.8192
FDM36,OUT018,3099.9648
FDM38,OUT018,1090.5804
FDM40,OUT018,2684.5056
FDM45,OUT018,2621.9204
FDM46,OUT018,932.12
FDM51,OUT018,1629.8784
FDM57,OUT018,2181.1608
FDN02,OUT018,2050.664
FDN03,OUT018,1228.401
FDN13,OUT018,1910.1802
FDN16,OUT018,1444.786
FDN20,OUT018,3621.952
FDN23,OUT018,2580.6408
FDN24,OUT018,1012.6818
FDN31,OUT018,1328.271
FDN33,OUT018,829.5868
FDN34,OUT018,2367.5848
FDN39,OUT018,4020.7662
FDN40,OUT018,4138.6128
FDN44,OUT018,1973.4312
FDN45,OUT018,1695.7926
FDN51,OUT018,6359.7216
FDN52,OUT018,3914.904
FDN56,OUT018,2182.4924
FDO09,OUT018,2342.9502
FDO10,OUT018,1404.1722
FDO11,OUT018,6972.2576
FDO13,OUT018,1384.1982
FDO24,OUT018,3150.5656
FDO28,OUT018,1897.53
FDO36,OUT018,3781.744
FDO44,OUT018,2741.7644
FDO49,OUT018,934.7832
FDP01,OUT018,1897.53
FDP03,OUT018,3219.8088
FDP08,OUT018,3605.307
FDP10,OUT018,2109.2544
FDP11,OUT018,3848.324
FDP12,OUT018,441.4254
FDP15,OUT018,6972.2576
FDP19,OUT018,2410.8618
FDP24,OUT018,1696.4584
FDP32,OUT018,2684.5056
FDP38,OUT018,1004.0264
FDP40,OUT018,2741.7644
FDP44,OUT018,1537.998
FDP45,OUT018,1258.362
FDP46,OUT018,2741.7644
FDP60,OUT018,1771.028
FDQ03,OUT018,3555.372
FDQ04,OUT018,1274.3412
FDQ08,OUT018,1534.0032
FDQ12,OUT018,4020.7662
FDQ13,OUT018,1342.2528
FDQ15,OUT018,2741.7644
FDQ16,OUT018,3306.3628
FDQ19,OUT018,969.4048
FDQ20,OUT018,346.216
FDQ22,OUT018,346.216
FDQ23,OUT018,2087.283
FDQ28,OUT018,4020.7662
FDQ33,OUT018,4394.28
FDQ37,OUT018,6331.758
FDQ45,OUT018,4138.6128
FDQ49,OUT018,2190.482
FDQ51,OUT018,910.8144
FDQ57,OUT018,4621.9836
FDQ59,OUT018,503.3448
FDQ60,OUT018,1897.53
FDR03,OUT018,3142.576
FDR10,OUT018,2678.5134
FDR11,OUT018,4680.574
FDR14,OUT018,549.285
FDR15,OUT018,2678.5134
FDR19,OUT018,3499.4448
FDR21,OUT018,1807.647
FDR24,OUT018,1249.0408
FDR31,OUT018,3621.952
FDR32,OUT018,6611.394
FDR33,OUT018,2087.283
FDR36,OUT018,670.4606
FDR37,OUT018,2388.8904
FDR39,OUT018,6291.81
FDR40,OUT018,685.1082
FDR45,OUT018,6768.5228
FDR57,OUT018,2892.2352
FDR59,OUT018,1141.847
FDS02,OUT018,3056.022
FDS08,OUT018,2684.5056
FDS09,OUT018,788.3072
FDS10,OUT018,4020.7662
FDS11,OUT018,6611.394
FDS14,OUT018,2048.6666
FDS15,OUT018,2931.5174
FDS19,OUT018,1185.7898
FDS20,OUT018,3169.208
FDS23,OUT018,3235.788
FDS26,OUT018,1141.847
FDS27,OUT018,589.233
FDS32,OUT018,2048.6666
FDS34,OUT018,1138.518
FDS36,OUT018,549.285
FDS37,OUT018,2376.906
FDS39,OUT018,4020.7662
FDS40,OUT018,314.2576
FDS43,OUT018,1277.0044
FDS47,OUT018,966.7416
FDS48,OUT018,3137.2496
FDS50,OUT018,5321.0736
FDS51,OUT018,745.696
FDS56,OUT018,6033.4796
FDS57,OUT018,2828.3184
FDS58,OUT018,898.83
FDT01,OUT018,5690.5926
FDT08,OUT018,2101.2648
FDT09,OUT018,2678.5134
FDT13,OUT018,6291.81
FDT20,OUT018,926.7936
FDT27,OUT018,1058.622
FDT28,OUT018,3912.2408
FDT35,OUT018,2684.5056
FDT37,OUT018,6359.7216
FDT39,OUT018,3981.484
FDT47,OUT018,2376.906
FDT55,OUT018,1304.968
FDT57,OUT018,4693.89
FDU01,OUT018,6042.135
FDU02,OUT018,6611.394
FDU07,OUT018,2181.1608
FDU09,OUT018,1534.0032
FDU14,OUT018,6042.135
FDU15,OUT018,615.1992
FDU16,OUT018,722.393
FDU20,OUT018,2892.2352
FDU21,OUT018,531.3084
FDU22,OUT018,4442.2176
FDU24,OUT018,1012.016
FDU27,OUT018,792.302
FDU31,OUT018,2892.901
FDU32,OUT018,2684.5056
FDU35,OUT018,2463.46
FDU38,OUT018,4693.89
FDU43,OUT018,4660.6
FDU45,OUT018,3301.7022
FDU46,OUT018,1222.4088
FDU48,OUT018,1669.8264
FDU50,OUT018,2109.2544
FDU56,OUT018,2103.2622
FDU57,OUT018,2708.4744
FDU59,OUT018,1973.4312
FDU60,OUT018,6359.7216
FDV03,OUT018,2947.4966
FDV04,OUT018,1249.0408
FDV10,OUT018,788.3072
FDV11,OUT018,700.4216
FDV14,OUT018,1142.5128
FDV31,OUT018,2181.1608
FDV36,OUT018,3629.9416
FDV37,OUT018,1258.362
FDV40,OUT018,916.1408
FDV43,OUT018,559.272
FDV44,OUT018,2093.2752
FDV55,OUT018,1612.5676
FDV56,OUT018,452.744
FDV58,OUT018,1004.0264
FDW01,OUT018,2684.5056
FDW03,OUT018,1045.306
FDW04,OUT018,1612.5676
FDW07,OUT018,796.9626
FDW09,OUT018,792.302
FDW10,OUT018,6972.2576
FDW12,OUT018,1222.4088
FDW15,OUT018,4442.2176
FDW16,OUT018,2741.7644
FDW20,OUT018,4621.9836
FDW21,OUT018,2741.7644
FDW23,OUT018,842.237
FDW24,OUT018,543.2928
FDW25,OUT018,295.6152
FDW26,OUT018,2892.901
FDW33,OUT018,2741.7644
FDW34,OUT018,5084.0488
FDW36,OUT018,1505.3738
FDW37,OUT018,1771.028
FDW43,OUT018,6291.81
FDW44,OUT018,2556.672
FDW45,OUT018,4693.89
FDW47,OUT018,2365.5874
FDW52,OUT018,6291.81
FDW55,OUT018,4207.856
FDW58,OUT018,2741.7644
FDW59,OUT018,1791.6678
FDW60,OUT018,3781.744
FDX03,OUT018,167.7816
FDX10,OUT018,141.1496
FDX12,OUT018,4207.856
FDX14,OUT018,1505.3738
FDX22,OUT018,4418.2488
FDX24,OUT018,1480.7392
FDX26,OUT018,3621.952
FDX33,OUT018,1807.647
FDX35,OUT018,6611.394
FDX37,OUT018,2741.7644
FDX39,OUT018,4207.856
FDX40,OUT018,308.9312
FDX46,OUT018,539.298
FDX51,OUT018,1174.4712
FDX55,OUT018,2117.244
FDX58,OUT018,2746.425
FDY08,OUT018,1685.8056
FDY09,OUT018,1617.894
FDY14,OUT018,6359.7216
FDY16,OUT018,4729.8432
FDY21,OUT018,4500.808
FDY32,OUT018,3914.904
FDY33,OUT018,3675.216
FDY36,OUT018,1090.5804
FDY37,OUT018,3621.952
FDY38,OUT018,1141.847
FDY46,OUT018,2993.4368
FDY49,OUT018,1155.8288
FDY52,OUT018,491.3604
FDY60,OUT018,4020.7662
FDZ01,OUT018,2741.7644
FDZ02,OUT018,543.2928
FDZ04,OUT018,379.506
FDZ08,OUT018,2181.1608
FDZ09,OUT018,3621.952
FDZ10,OUT018,1733.7432
FDZ14,OUT018,1114.5492
FDZ15,OUT018,3098.6332
FDZ16,OUT018,6359.7216
FDZ19,OUT018,1230.3984
FDZ20,OUT018,4207.856
FDZ22,OUT018,2220.443
FDZ27,OUT018,431.4384
FDZ34,OUT018,4207.856
FDZ37,OUT018,410.1328
FDZ44,OUT018,1640.5312
FDZ47,OUT018,2255.7304
FDZ49,OUT018,2203.798
FDZ50,OUT018,6359.7216
FDZ51,OUT018,2741.7644
FDZ56,OUT018,1516.0266
NCA05,OUT018,2684.5056
NCA18,OUT018,1621.8888
NCA29,OUT018,3629.2758
NCA30,OUT018,567.2616
NCA41,OUT018,4693.89
NCA42,OUT018,5339.0502
NCA54,OUT018,2706.477
NCB06,OUT018,3515.424
NCB07,OUT018,3142.576
NCB19,OUT018,2741.7644
NCC06,OUT018,2870.9296
NCC07,OUT018,602.549
NCC19,OUT018,6611.394
NCC30,OUT018,2676.516
NCC31,OUT018,3427.5384
NCC42,OUT018,2678.5134
NCD07,OUT018,1549.3166
NCD19,OUT018,910.8144
NCD30,OUT018,1869.5664
NCD43,OUT018,199.74
NCD54,OUT018,2678.5134
NCD55,OUT018,1274.3412
NCE19,OUT018,1378.206
NCE30,OUT018,1486.7314
NCE43,OUT018,5321.0736
NCE55,OUT018,2290.352
NCF06,OUT018,480.7076
NCF43,OUT018,2678.5134
NCF54,OUT018,3103.9596
NCF55,OUT018,952.7598
NCG19,OUT018,2828.3184
NCG30,OUT018,1132.5258
NCG55,OUT018,2956.152
NCH07,OUT018,3263.7516
NCI55,OUT018,4020.7662
NCJ05,OUT018,2093.2752
NCJ06,OUT018,2684.5056
NCJ18,OUT018,2828.3184
NCJ31,OUT018,5327.0658
NCJ43,OUT018,2684.5056
NCJ54,OUT018,6359.7216
NCK06,OUT018,605.878
NCK17,OUT018,372.848
NCK29,OUT018,2956.152
NCK42,OUT018,1725.7536
NCL06,OUT018,6611.394
NCL07,OUT018,346.216
NCL19,OUT018,2719.793
NCL30,OUT018,1612.5676
NCL54,OUT018,5932.278
NCL55,OUT018,6611.394
NCM05,OUT018,3835.008
NCM18,OUT018,2376.906
NCM19,OUT018,1146.5076
NCM26,OUT018,3325.671
NCM42,OUT018,2255.7304
NCM55,OUT018,3555.372
NCN06,OUT018,2233.0932
NCN14,OUT018,1470.0864
NCN26,OUT018,2676.516
NCN29,OUT018,377.5086
NCN43,OUT018,3325.671
NCO14,OUT018,1004.0264
NCO18,OUT018,2133.2232
NCO26,OUT018,3109.9518
NCO30,OUT018,2205.1296
NCO41,OUT018,2572.6512
NCP30,OUT018,615.1992
NCP55,OUT018,199.74
NCQ02,OUT018,6291.81
NCQ05,OUT018,4363.6532
NCQ18,OUT018,3237.1196
NCQ29,OUT018,3364.9532
NCQ30,OUT018,1413.4934
NCQ50,OUT018,6359.7216
NCR06,OUT018,455.4072
NCR38,OUT018,6359.7216
NCR42,OUT018,105.8622
NCR50,OUT018,2103.2622
NCR54,OUT018,1731.7458
NCS05,OUT018,937.4464
NCS29,OUT018,2914.8724
NCS41,OUT018,4621.9836
NCS42,OUT018,2741.7644
NCS53,OUT018,2218.4456
NCT17,OUT018,5932.278
NCT18,OUT018,6611.394
NCT29,OUT018,396.8168
NCT41,OUT018,3981.484
NCT53,OUT018,4623.3152
NCU06,OUT018,6291.81
NCU29,OUT018,6291.81
NCU41,OUT018,6611.394
NCU53,OUT018,1657.842
NCV05,OUT018,3137.2496
NCV17,OUT018,2960.1468
NCV18,OUT018,4026.7584
NCV29,OUT018,4621.9836
NCV42,OUT018,1544.656
NCV54,OUT018,2048.6666
NCW05,OUT018,5592.72
NCW18,OUT018,2133.2232
NCW30,OUT018,4660.6
NCW41,OUT018,1973.4312
NCX29,OUT018,1627.2152
NCX42,OUT018,890.8404
NCX53,OUT018,4621.9836
NCX54,OUT018,2763.07
NCY17,OUT018,614.5334
NCY30,OUT018,3105.2912
NCY41,OUT018,1274.3412
NCY42,OUT018,1973.4312
NCY54,OUT018,3588.662
NCZ05,OUT018,1347.5792
NCZ29,OUT018,1765.7016
NCZ30,OUT018,2376.906
NCZ42,OUT018,6359.7216
DRB01,OUT019,1090.5804
DRB25,OUT019,223.7088
DRC24,OUT019,1524.0162
DRC27,OUT019,245.6802
DRC36,OUT019,1524.0162
DRC49,OUT019,1775.6886
DRD01,OUT019,762.341
DRD24,OUT019,141.8154
DRE13,OUT019,1090.5804
DRE25,OUT019,1061.951
DRF13,OUT019,1524.0162
DRG48,OUT019,1524.0162
DRG49,OUT019,488.6972
DRH11,OUT019,762.341
DRI47,OUT019,852.8898
DRJ47,OUT019,1524.0162
DRJ51,OUT019,1775.6886
DRK01,OUT019,1090.5804
DRK13,OUT019,1775.6886
DRK23,OUT019,1775.6886
DRK59,OUT019,852.8898
DRL23,OUT019,1061.951
DRL47,OUT019,1061.951
DRL49,OUT019,284.9624
DRM11,OUT019,1775.6886
DRN37,OUT019,506.008
DRN47,OUT019,543.2928
DRP47,OUT019,1775.6886
DRQ35,OUT019,1524.0162
DRZ24,OUT019,1775.6886
FDA07,OUT019,122.5072
FDA11,OUT019,1090.5804
FDA25,OUT019,1061.951
FDA27,OUT019,1575.2828
FDA28,OUT019,506.008
FDA37,OUT019,1090.5804
FDA39,OUT019,78.5644
FDA43,OUT019,759.012
FDA47,OUT019,1775.6886
FDA52,OUT019,1775.6886
FDB03,OUT019,1775.6886
FDB08,OUT019,1090.5804
FDB20,OUT019,762.341
FDB21,OUT019,1775.6886
FDB50,OUT019,1061.951
FDB52,OUT019,1575.2828
FDB53,OUT019,1775.6886
FDB57,OUT019,1575.2828
FDB60,OUT019,193.7478
FDC05,OUT019,1775.6886
FDC17,OUT019,1524.0162
FDC22,OUT019,1775.6886
FDC35,OUT019,934.7832
FDC50,OUT019,285.6282
FDC53,OUT019,98.5384
FDC59,OUT019,152.4682
FDD02,OUT019,659.142
FDD08,OUT019,762.341
FDD11,OUT019,1575.2828
FDD17,OUT019,237.6906
FDD20,OUT019,1524.0162
FDD28,OUT019,762.341
FDD32,OUT019,762.341
FDD45,OUT019,1090.5804
FDD47,OUT019,862.211
FDD56,OUT019,1010.6844
FDE17,OUT019,149.805
FDE21,OUT019,1061.951
FDE24,OUT019,284.9624
FDE26,OUT019,288.9572
FDE34,OUT019,467.3916
FDE35,OUT019,65.2484
FDE36,OUT019,1524.0162
FDE38,OUT019,1524.0162
FDE39,OUT019,1524.0162
FDE44,OUT019,762.341
FDE50,OUT019,1524.0162
FDE53,OUT019,647.1576
FDF05,OUT019,1575.2828
FDF08,OUT019,289.623
FDF17,OUT019,1524.0162
FDF20,OUT019,398.1484
FDF21,OUT019,189.753
FDF22,OUT019,430.1068
FDF28,OUT019,1061.951
FDF41,OUT019,1775.6886
FDF58,OUT019,65.2484
FDF59,OUT019,1061.951
FDG09,OUT019,759.012
FDG17,OUT019,1575.2828
FDG22,OUT019,762.341
FDG26,OUT019,1575.2828
FDG40,OUT019,41.9454
FDG47,OUT019,262.3252
FDG50,OUT019,198.4084
FDG59,OUT019,762.341
FDH24,OUT019,1524.0162
FDH26,OUT019,1061.951
FDH32,OUT019,1061.951
FDH40,OUT019,357.5346
FDH57,OUT019,436.7648
FDI05,OUT019,1090.5804
FDI16,OUT019,289.623
FDI34,OUT019,1775.6886
FDI40,OUT019,1061.951
FDI45,OUT019,1524.0162
FDI48,OUT019,762.341
FDI50,OUT019,1575.2828
FDI53,OUT019,1090.5804
FDI56,OUT019,89.883
FDJ10,OUT019,1090.5804
FDJ15,OUT019,1524.0162
FDJ20,OUT019,436.7648
FDJ26,OUT019,1775.6886
FDJ33,OUT019,1775.6886
FDJ38,OUT019,1524.0162
FDJ41,OUT019,1046.6376
FDJ53,OUT019,1061.951
FDK16,OUT019,1090.5804
FDK32,OUT019,1524.0162
FDK38,OUT019,372.848
FDK41,OUT019,1061.951
FDK44,OUT019,1061.951
FDK50,OUT019,1524.0162
FDK52,OUT019,934.7832
FDK56,OUT019,759.012
FDL04,OUT019,1061.951
FDL14,OUT019,311.5944
FDL22,OUT019,1061.951
FDL39,OUT019,1775.6886
FDL43,OUT019,1061.951
FDL44,OUT019,1524.0162
FDL45,OUT019,250.3408
FDL46,OUT019,152.4682
FDL51,OUT019,1524.0162
FDL58,OUT019,822.263
FDM04,OUT019,762.341
FDM09,OUT019,256.9988
FDM12,OUT019,289.623
FDM15,OUT019,1775.6886
FDM20,OUT019,1575.2828
FDM21,OUT019,1775.6886
FDM25,OUT019,177.7686
FDM33,OUT019,1775.6886
FDM34,OUT019,659.142
FDM39,OUT019,359.532
FDM46,OUT019,1090.5804
FDM51,OUT019,206.398
FDM57,OUT019,762.341
FDM60,OUT019,762.341
FDN10,OUT019,1061.951
FDN16,OUT019,1061.951
FDN27,OUT019,1061.951
FDN32,OUT019,1524.0162
FDN50,OUT019,762.341
FDO01,OUT019,1061.951
FDO11,OUT019,251.6724
FDO21,OUT019,1575.2828
FDO24,OUT019,822.263
FDO27,OUT019,1090.5804
FDO31,OUT019,1090.5804
FDO39,OUT019,1775.6886
FDO50,OUT019,1061.951
FDO58,OUT019,1524.0162
FDP03,OUT019,852.8898
FDP04,OUT019,762.341
FDP10,OUT019,1061.951
FDP15,OUT019,1304.968
FDP23,OUT019,1524.0162
FDP38,OUT019,303.6048
FDP45,OUT019,1575.2828
FDP48,OUT019,1524.0162
FDP52,OUT019,1775.6886
FDP56,OUT019,762.341
FDP59,OUT019,206.398
FDQ07,OUT019,1775.6886
FDQ09,OUT019,1090.5804
FDQ16,OUT019,1061.951
FDQ19,OUT019,242.3512
FDQ21,OUT019,1524.0162
FDQ28,OUT019,1775.6886
FDQ31,OUT019,265.6542
FDQ37,OUT019,822.263
FDQ47,OUT019,34.6216
FDR02,OUT019,223.7088
FDR09,OUT019,516.6608
FDR13,OUT019,762.341
FDR16,OUT019,1524.0162
FDR19,OUT019,1775.6886
FDR21,OUT019,884.1824
FDR24,OUT019,1061.951
FDR27,OUT019,397.4826
FDR34,OUT019,1575.2828
FDR37,OUT019,1106.5596
FDR40,OUT019,1090.5804
FDR47,OUT019,759.012
FDR48,OUT019,469.389
FDS08,OUT019,1090.5804
FDS14,OUT019,1090.5804
FDS15,OUT019,223.7088
FDS24,OUT019,762.341
FDS25,OUT019,1090.5804
FDS28,OUT019,762.341
FDS32,OUT019,280.9676
FDS47,OUT019,1061.951
FDS49,OUT019,1090.5804
FDS58,OUT019,1524.0162
FDT03,OUT019,256.9988
FDT04,OUT019,289.623
FDT11,OUT019,759.012
FDT12,OUT019,223.7088
FDT14,OUT019,1775.6886
FDT19,OUT019,1775.6886
FDT21,OUT019,1575.2828
FDT22,OUT019,762.341
FDT25,OUT019,1090.5804
FDT27,OUT019,1775.6886
FDT28,OUT019,1775.6886
FDT31,OUT019,1524.0162
FDT34,OUT019,755.0172
FDT36,OUT019,265.6542
FDT39,OUT019,852.8898
FDT43,OUT019,289.623
FDT50,OUT019,762.341
FDT52,OUT019,1575.2828
FDT56,OUT019,647.1576
FDT59,OUT019,1575.2828
FDU11,OUT019,1090.5804
FDU15,OUT019,71.9064
FDU31,OUT019,1524.0162
FDU37,OUT019,1090.5804
FDU40,OUT019,506.008
FDU43,OUT019,1775.6886
FDU48,OUT019,357.5346
FDU57,OUT019,469.389
FDV08,OUT019,762.341
FDV12,OUT019,1061.951
FDV14,OUT019,762.341
FDV21,OUT019,506.008
FDV28,OUT019,37.9506
FDV35,OUT019,1775.6886
FDV36,OUT019,126.502
FDV43,OUT019,762.341
FDV49,OUT019,1575.2828
FDV52,OUT019,1061.951
FDW03,OUT019,1090.5804
FDW10,OUT019,529.311
FDW12,OUT019,146.476
FDW15,OUT019,1775.6886
FDW16,OUT019,1061.951
FDW19,OUT019,223.7088
FDW40,OUT019,142.4812
FDW43,OUT019,1575.2828
FDW56,OUT019,398.1484
FDW58,OUT019,1061.951
FDX10,OUT019,762.341
FDX13,OUT019,1575.2828
FDX43,OUT019,256.9988
FDX44,OUT019,1090.5804
FDX46,OUT019,762.341
FDX50,OUT019,110.5228
FDY04,OUT019,1524.0162
FDY08,OUT019,280.9676
FDY10,OUT019,1061.951
FDY14,OUT019,1775.6886
FDY20,OUT019,762.341
FDY22,OUT019,1061.951
FDY24,OUT019,198.4084
FDY31,OUT019,1524.0162
FDY47,OUT019,129.831
FDY58,OUT019,1575.2828
FDZ01,OUT019,103.199
FDZ14,OUT019,1524.0162
FDZ15,OUT019,1061.951
FDZ20,OUT019,510.0028
FDZ23,OUT019,822.263
FDZ26,OUT019,934.7832
FDZ28,OUT019,127.1678
FDZ35,OUT019,1090.5804
FDZ36,OUT019,1775.6886
FDZ40,OUT019,762.341
FDZ47,OUT019,1061.951
FDZ50,OUT019,1775.6886
NCA29,OUT019,171.1106
NCB54,OUT019,1090.5804
NCB55,OUT019,762.341
NCC06,OUT019,1524.0162
NCC07,OUT019,1061.951
NCC18,OUT019,1041.3112
NCC31,OUT019,1090.5804
NCC43,OUT019,1775.6886
NCC54,OUT019,934.7832
NCC55,OUT019,762.341
NCD06,OUT019,762.341
NCD42,OUT019,762.341
NCE07,OUT019,852.8898
NCE31,OUT019,221.0456
NCE43,OUT019,170.4448
NCF18,OUT019,822.263
NCF30,OUT019,436.7648
NCF54,OUT019,506.008
NCG18,OUT019,206.398
NCH18,OUT019,975.397
NCH29,OUT019,1090.5804
NCH30,OUT019,113.8518
NCH42,OUT019,228.3694
NCI17,OUT019,1090.5804
NCI42,OUT019,1524.0162
NCJ17,OUT019,265.6542
NCJ18,OUT019,506.008
NCJ19,OUT019,221.0456
NCJ30,OUT019,852.8898
NCK18,OUT019,934.7832
NCK31,OUT019,762.341
NCK53,OUT019,659.142
NCK54,OUT019,1061.951
NCL17,OUT019,1775.6886
NCL19,OUT019,1061.951
NCM18,OUT019,1061.951
NCN07,OUT019,436.7648
NCN54,OUT019,762.341
NCO02,OUT019,762.341
NCO14,OUT019,44.6086
NCO18,OUT019,1524.0162
NCO29,OUT019,1524.0162
NCO42,OUT019,1524.0162
NCP02,OUT019,299.61
NCP18,OUT019,1524.0162
NCP29,OUT019,221.0456
NCQ17,OUT019,312.926
NCQ41,OUT019,467.3916
NCR05,OUT019,1775.6886
NCR29,OUT019,762.341
NCR42,OUT019,33.9558
NCS05,OUT019,1061.951
NCS41,OUT019,1061.951
NCS42,OUT019,1090.5804
NCT18,OUT019,1775.6886
NCT42,OUT019,1090.5804
NCU17,OUT019,1090.5804
NCV05,OUT019,852.8898
NCV18,OUT019,1775.6886
NCV41,OUT019,223.7088
NCV42,OUT019,223.7088
NCW17,OUT019,1524.0162
NCY17,OUT019,762.341
NCY30,OUT019,1524.0162
NCY41,OUT019,221.0456
NCY42,OUT019,1524.0162
NCY53,OUT019,1061.951
NCZ30,OUT019,436.7648
NCZ42,OUT019,934.7832
DRA12,OUT027,8912.3988
DRB13,OUT027,9562.2196
DRB24,OUT027,9562.2196
DRC12,OUT027,8912.3988
DRC13,OUT027,8912.3988
DRC24,OUT027,9562.2196
DRC27,OUT027,9562.2196
DRD01,OUT027,2237.088
DRD15,OUT027,9562.2196
DRD27,OUT027,3221.1404
DRD37,OUT027,3221.1404
DRD49,OUT027,9562.2196
DRD60,OUT027,9562.2196
DRE01,OUT027,13086.9648
DRE03,OUT027,2237.088
DRE27,OUT027,3221.1404
DRE37,OUT027,8912.3988
DRE60,OUT027,13086.9648
DRF13,OUT027,9562.2196
DRF15,OUT027,3221.1404
DRF37,OUT027,9562.2196
DRF48,OUT027,8912.3988
DRF49,OUT027,8912.3988
DRF51,OUT027,2237.088
DRF60,OUT027,13086.9648
DRG11,OUT027,8912.3988
DRG15,OUT027,3221.1404
DRG25,OUT027,13086.9648
DRG27,OUT027,2237.088
DRG37,OUT027,8912.3988
DRG39,OUT027,2237.088
DRG51,OUT027,8912.3988
DRH03,OUT027,2237.088
DRH13,OUT027,2237.088
DRH15,OUT027,3221.1404
DRH23,OUT027,2237.088
DRH36,OUT027,3221.1404
DRH37,OUT027,8912.3988
DRH49,OUT027,2237.088
DRH59,OUT027,2237.088
DRI13,OUT027,9562.2196
DRI47,OUT027,8912.3988
DRI49,OUT027,8912.3988
DRJ11,OUT027,9562.2196
DRJ13,OUT027,8912.3988
DRJ24,OUT027,8912.3988
DRJ25,OUT027,3221.1404
DRJ35,OUT027,2237.088
DRJ49,OUT027,8912.3988
DRJ51,OUT027,9562.2196
DRK01,OUT027,8912.3988
DRK11,OUT027,8912.3988
DRK47,OUT027,9562.2196
DRL23,OUT027,8912.3988
DRL49,OUT027,3221.1404
DRL59,OUT027,3221.1404
DRL60,OUT027,8912.3988
DRM11,OUT027,9562.2196
DRM49,OUT027,2597.2858
DRN11,OUT027,8912.3988
DRN35,OUT027,2237.088
DRN37,OUT027,8912.3988
DRO35,OUT027,9562.2196
DRO47,OUT027,8912.3988
DRO59,OUT027,3221.1404
DRP47,OUT027,9562.2196
FDA09,OUT027,9562.2196
FDA14,OUT027,3221.1404
FDA19,OUT027,8912.3988
FDA21,OUT027,9562.2196
FDA25,OUT027,8912.3988
FDA27,OUT027,9562.2196
FDA31,OUT027,8912.3988
FDA32,OUT027,9562.2196
FDA33,OUT027,9562.2196
FDA37,OUT027,8912.3988
FDA38,OUT027,8912.3988
FDA40,OUT027,2237.088
FDA48,OUT027,13086.9648
FDA58,OUT027,8912.3988
FDB03,OUT027,9562.2196
FDB09,OUT027,3221.1404
FDB10,OUT027,8912.3988
FDB11,OUT027,13086.9648
FDB12,OUT027,8912.3988
FDB15,OUT027,13086.9648
FDB16,OUT027,3221.1404
FDB20,OUT027,3221.1404
FDB28,OUT027,8912.3988
FDB29,OUT027,8912.3988
FDB33,OUT027,9562.2196
FDB35,OUT027,8912.3988
FDB39,OUT027,2237.088
FDB41,OUT027,2237.088
FDB45,OUT027,3221.1404
FDB46,OUT027,9562.2196
FDB47,OUT027,8912.3988
FDB49,OUT027,8912.3988
FDB50,OUT027,8912.3988
FDB51,OUT027,2237.088
FDB60,OUT027,9562.2196
FDC03,OUT027,9562.2196
FDC05,OUT027,9562.2196
FDC09,OUT027,3221.1404
FDC15,OUT027,8912.3988
FDC20,OUT027,2237.088
FDC21,OUT027,3221.1404
FDC22,OUT027,9562.2196
FDC23,OUT027,9562.2196
FDC26,OUT027,3221.1404
FDC34,OUT027,9562.2196
FDC37,OUT027,8912.3988
FDC38,OUT027,8912.3988
FDC39,OUT027,9562.2196
FDC40,OUT027,3221.1404
FDC47,OUT027,13086.9648
FDC48,OUT027,8912.3988
FDC51,OUT027,8912.3988
FDC52,OUT027,8912.3988
FDC56,OUT027,8912.3988
FDC57,OUT027,8912.3988
